name,meteor_first_word,classification,mass,fall,year,latitude,longitude
Dhofar 1509,Dhofar,H~4,48.7,Found,2009,18.62372,54.28792
Dhofar 151,Dhofar,LL5-6,79.0,Found,2000,19.10117,54.828
Dhofar 1510,Dhofar,L~6,118.7,Found,2009,18.6345,54.27192
Dhofar 1511,Dhofar,L~5,17973.0,Found,2009,18.63988,54.248
Dhofar 1513,Dhofar,L5,3782.0,Found,2009,19.33766,54.53293
Dhofar 1514,Dhofar,R3.6,1749.0,Found,2008,18.33861,54.38944
Dhofar 1515,Dhofar,H6,1450.0,Found,2008,18.52533,54.61717
Dhofar 1516,Dhofar,H5,1134.0,Found,2008,18.40867,54.59533
Dhofar 1517,Dhofar,H5,1064.0,Found,2008,18.92633,54.41283
Dhofar 1518,Dhofar,H4,450.0,Found,2008,18.732,54.3845
Dhofar 1519,Dhofar,Ureilite,388.0,Found,2008,18.46117,54.36633
Dhofar 152,Dhofar,H6,554.0,Found,2000,19.11083,54.81017
Dhofar 1520,Dhofar,H4,1490.0,Found,2008,18.6845,54.53967
Dhofar 1521,Dhofar,L6,1940.0,Found,2008,18.40167,54.54717
Dhofar 1522,Dhofar,H6,625.0,Found,2008,18.67133,54.68167
Dhofar 1523,Dhofar,L4,234.0,Found,2008,18.35167,54.24056
Dhofar 1524,Dhofar,H5,4652.0,Found,2008,18.51133,54.60783
Dhofar 1525,Dhofar,H4,6476.0,Found,2008,18.77633,54.39633
Dhofar 1526,Dhofar,H4,71.1,Found,2008,19.56755,54.95415
Dhofar 1527,Dhofar,Lunar (feldsp. breccia),42.6,Found,2009,19.3895,54.467
Dhofar 1528,Dhofar,Lunar (feldsp. breccia),213.2,Found,2009,18.46883,54.17483
Dhofar 1529,Dhofar,H3.2,175.0,Found,2006,18.205,54.29783
Dhofar 153,Dhofar,H6,1025.0,Found,2000,19.11067,54.81633
Dhofar 1530,Dhofar,H6,2118.0,Found,2006,18.21917,54.31533
Dhofar 1531,Dhofar,L6,2100.0,Found,2006,18.21917,54.31533
Dhofar 1532,Dhofar,H4,487.0,Found,2006,19.0095,54.50217
Dhofar 1533,Dhofar,LL5,341.0,Found,2006,18.35117,54.532
Dhofar 1534,Dhofar,H4,3045.0,Found,2006,18.18467,54.58917
Dhofar 1535,Dhofar,H6,2008.0,Found,2006,18.515,54.1055
Dhofar 1536,Dhofar,H6,176.0,Found,2006,19.2195,54.92133
Dhofar 1537,Dhofar,L6,48.0,Found,2006,18.52867,54.642
Dhofar 1538,Dhofar,L3.7,231.0,Found,2006,18.87717,54.3675
Dhofar 1539,Dhofar,H4,1614.0,Found,2006,18.26667,54.425
Dhofar 154,Dhofar,H5,1045.0,Found,2000,19.1175,54.82683
Dhofar 1540,Dhofar,H3.9,2481.0,Found,2006,18.63867,54.72383
Dhofar 1541,Dhofar,H6,398.0,Found,2006,18.6275,54.7425
Dhofar 1542,Dhofar,L6,500.0,Found,2008,18.17417,54.28133
Dhofar 1543,Dhofar,H4,1734.0,Found,2008,18.222,54.31783
Dhofar 1544,Dhofar,L4,2808.0,Found,2008,18.36367,54.56533
Dhofar 1545,Dhofar,H4,1013.0,Found,2008,18.5745,54.59033
Dhofar 1546,Dhofar,L5,119.0,Found,2008,18.5345,54.64
Dhofar 1547,Dhofar,H4,380.0,Found,2008,18.585,54.28
Dhofar 1548,Dhofar,L6,4070.0,Found,2008,18.647,54.1755
Dhofar 1549,Dhofar,LL3.4,67.0,Found,2008,18.43033,54.23717
Dhofar 155,Dhofar,L6,552.0,Found,2000,19.1275,54.77533
Dhofar 1550,Dhofar,H4,624.0,Found,2008,18.59083,54.543
Dhofar 1551,Dhofar,H6,451.0,Found,2008,18.63333,54.3475
Dhofar 1552,Dhofar,L-melt breccia,454.0,Found,2008,18.7645,54.32217
Dhofar 1553,Dhofar,H4,1006.0,Found,2009,18.85033,54.3845
Dhofar 1554,Dhofar,L5,3954.0,Found,2009,18.66667,54.15083
Dhofar 1555,Dhofar,H4,605.0,Found,2009,18.64717,54.52833
Dhofar 1556,Dhofar,H4,1722.0,Found,2009,18.72883,54.57717
Dhofar 1557,Dhofar,L6,432.0,Found,2009,18.4605,54.658
Dhofar 1558,Dhofar,L4,11400.0,Found,2009,18.39317,54.66433
Dhofar 156,Dhofar,L5,1780.0,Found,2000,19.1465,54.64783
Dhofar 1562,Dhofar,L6,7550.0,Found,2004,18.926,54.39888
Dhofar 1563,Dhofar,H5,70.0,Found,2004,18.45428,54.43658
Dhofar 1564,Dhofar,H5,26.0,Found,2004,18.69617,54.37
Dhofar 1565,Dhofar,H5,43000.0,Found,2008,18.2735,54.21367
Dhofar 1566,Dhofar,LL5-6,605.0,Found,2008,18.24233,54.1065
Dhofar 1567,Dhofar,L4,341.0,Found,2009,18.96217,54.18967
Dhofar 1568,Dhofar,H4,1460.0,Found,2009,18.88333,54.68383
Dhofar 1569,Dhofar,L6,345.0,Found,2005,18.64867,54.43083
Dhofar 157,Dhofar,H5,5300.0,Found,2000,19.08833,54.79267
Dhofar 1570,Dhofar,H5,948.0,Found,2006,18.68783,54.41217
Dhofar 1571,Dhofar,Ureilite,154.0,Found,2006,18.45333,54.16667
Dhofar 1575,Dhofar,Ureilite,2800.0,Found,2009,18.53333,54.13333
Dhofar 1576,Dhofar,L5,7700.0,Found,2010,18.51667,54.23333
Dhofar 1577,Dhofar,H5,530.0,Found,2008,19.2872,54.63597
Dhofar 1578,Dhofar,H5,231.1,Found,2009,19.55387,54.03053
Dhofar 1579,Dhofar,L6,314.3,Found,2009,19.29528,54.89278
Dhofar 158,Dhofar,H4,69.7,Found,2000,19.37306,54.7625
Dhofar 1580,Dhofar,LL6,1503.0,Found,2004,18.56783,54.42683
Dhofar 1581,Dhofar,H5,488.0,Found,2004,18.48683,54.35033
Dhofar 1582,Dhofar,L5,276.0,Found,2004,19.3695,54.53817
Dhofar 1583,Dhofar,H5,510.0,Found,2004,18.49767,54.33017
Dhofar 1584,Dhofar,H5,194.0,Found,2004,18.42083,54.428
Dhofar 1585,Dhofar,L5,256.0,Found,2004,18.78383,54.42017
Dhofar 1586,Dhofar,H5,78.0,Found,2004,19.17017,54.56867
Dhofar 1587,Dhofar,H5,36.0,Found,2004,19.05767,54.54567
Dhofar 1588,Dhofar,L5,1224.0,Found,2004,18.99317,54.27933
Dhofar 1589,Dhofar,H5,360.0,Found,2004,18.67267,54.42917
Dhofar 159,Dhofar,L6,315.1,Found,2000,19.26444,54.81861
Dhofar 1590,Dhofar,H5,996.0,Found,2004,18.95167,54.28117
Dhofar 1591,Dhofar,H5,556.0,Found,2005,18.76433,54.387
Dhofar 1592,Dhofar,H5,274.0,Found,2004,18.918,54.35383
Dhofar 1593,Dhofar,H5,1254.0,Found,2004,18.93583,54.3195
Dhofar 1594,Dhofar,H6-melt breccia,176.0,Found,2004,18.9895,54.43417
Dhofar 1595,Dhofar,L5,130.0,Found,2004,19.323,54.53717
Dhofar 1596,Dhofar,H5-melt breccia,110.0,Found,2004,18.32117,54.1995
Dhofar 1597,Dhofar,H5,4558.0,Found,2004,18.96133,54.3685
Dhofar 1598,Dhofar,L6,766.0,Found,2004,18.55933,54.49467
Dhofar 1599,Dhofar,H5,240.0,Found,2004,18.88133,54.39867
Dhofar 160,Dhofar,H3,653.8,Found,2000,19.25889,54.83833
Dhofar 1601,Dhofar,L5,1166.0,Found,2003,19.185,54.631
Dhofar 161,Dhofar,L4,2506.1,Found,2000,19.27139,54.84722
Dhofar 1611,Dhofar,H5,1124.0,Found,2003,19.13333,54.65267
Dhofar 1612,Dhofar,CV3,124.0,Found,2010,18.58333,54.13333
Dhofar 1613,Dhofar,L5,8.6,Found,2009,18.69542,54.47425
Dhofar 1614,Dhofar,L5,12.5,Found,2009,18.72858,54.53281
Dhofar 1615,Dhofar,L5,129.8,Found,2009,19.35514,54.86961
Dhofar 1619,Dhofar,CM2,6.18,Found,2007,18.67458,54.43995
Dhofar 162,Dhofar,L6,1967.0,Found,2000,19.12944,54.36861
Dhofar 1623,Dhofar,Ureilite,890.0,Found,2009,18.4517,54.20653
Dhofar 1624,Dhofar,H-melt rock,621.0,Found,2009,18.16358,54.27542
Dhofar 1625,Dhofar,H~4,308.6,Found,2009,18.66975,54.21358
Dhofar 1626,Dhofar,Eucrite-an,223.0,Found,2006,18.3115,54.12833
Dhofar 1627,Dhofar,Lunar (feldsp. breccia),86.1,Found,2010,19.01075,54.53743
Dhofar 1629,Dhofar,Lunar (bas/anor),2.51,Found,2007,18.46,54.058
Dhofar 163,Dhofar,LL5,208.0,Found,2000,19.14611,54.40111
Dhofar 1630,Dhofar,H5,1357.0,Found,2004,18.69667,54.37167
Dhofar 1631,Dhofar,H5,3770.0,Found,2004,18.712,54.40033
Dhofar 1632,Dhofar,L5,110.0,Found,2004,18.57083,54.449
Dhofar 1633,Dhofar,H5,88.0,Found,2004,19.1425,54.76917
Dhofar 1634,Dhofar,H5,46.0,Found,2004,18.82583,54.4295
Dhofar 1635,Dhofar,H5,330.0,Found,2004,18.94267,54.319
Dhofar 1636,Dhofar,L5,1078.0,Found,2004,18.4015,54.32383
Dhofar 1637,Dhofar,H5,44.0,Found,2004,18.9665,54.28167
Dhofar 1638,Dhofar,L5,1248.0,Found,2004,18.40617,54.31367
Dhofar 1639,Dhofar,L5,16.0,Found,2004,18.977,54.37467
Dhofar 164,Dhofar,H6,911.0,Found,2000,19.0275,54.68083
Dhofar 1640,Dhofar,H5,144.0,Found,2004,18.92283,54.57283
Dhofar 1641,Dhofar,CO3,390.0,Found,2009,18.47203,54.1284
Dhofar 1642,Dhofar,H6,1540.0,Found,2009,18.92618,54.7253
Dhofar 1643,Dhofar,L6,122.2,Found,2011,19.28967,54.55092
Dhofar 1644,Dhofar,H6,11.8,Found,2011,18.95108,54.51506
Dhofar 1645,Dhofar,H6,48.5,Found,2011,18.91567,54.49519
Dhofar 1646,Dhofar,L6,66.9,Found,2011,18.93672,54.476
Dhofar 1647,Dhofar,H6,444.0,Found,2011,19.13703,54.82478
Dhofar 1648,Dhofar,LL5/6,262.0,Found,2011,19.17098,54.69008
Dhofar 1649,Dhofar,L6,143.0,Found,2011,19.04562,54.58178
Dhofar 165,Dhofar,H6,92.0,Found,2000,19.055,54.57889
Dhofar 1650,Dhofar,H6,930.0,Found,2011,19.05822,54.57192
Dhofar 1651,Dhofar,L6,2170.0,Found,2011,18.99227,54.47117
Dhofar 1652,Dhofar,L6,800.0,Found,2011,18.72397,54.5406
Dhofar 1653,Dhofar,H6,2724.0,Found,2011,18.5979,54.45062
Dhofar 1654,Dhofar,L5,50000.0,Found,2011,18.67877,54.2876
Dhofar 1655,Dhofar,L6,1218.0,Found,2011,18.39778,54.49128
Dhofar 1656,Dhofar,L6,420.0,Found,2011,18.3347,54.4026
Dhofar 1657,Dhofar,H6,883.0,Found,2011,18.36015,54.39437
Dhofar 1658,Dhofar,LL6,3150.0,Found,2011,18.35967,54.40705
Dhofar 1659,Dhofar,L6,3695.0,Found,2011,18.36002,54.40972
Dhofar 166,Dhofar,H6,97.0,Found,2000,19.0475,54.59194
Dhofar 1660,Dhofar,L6,256.0,Found,2011,18.88617,54.46905
Dhofar 1661,Dhofar,H6,63.0,Found,2011,18.9914,54.68027
Dhofar 1662,Dhofar,H6,545.0,Found,2011,19.1052,54.80602
Dhofar 1663,Dhofar,H5,422.0,Found,2011,19.13905,54.87353
Dhofar 1664,Dhofar,H6,2266.0,Found,2011,19.179,54.93267
Dhofar 1665,Dhofar,L3,3687.0,Found,2011,19.17277,54.92233
Dhofar 1666,Dhofar,L4,1300.0,Found,2011,19.18085,54.9247
Dhofar 1668,Dhofar,Martian (shergottite),6.1,Found,2011,18.322,54.148
Dhofar 1669,Dhofar,Lunar (feldsp. breccia),3.3,Found,2010,18.425,54.158
Dhofar 167,Dhofar,H6,3636.0,Found,2000,19.05889,54.615
Dhofar 1670,Dhofar,H4,590.1,Found,2011,18.53958,54.57358
Dhofar 1671,Dhofar,CV3,40.8,Found,2011,18.86958,54.22956
Dhofar 1672,Dhofar,L4,7.49,Found,2011,18.73244,54.37936
Dhofar 1673,Dhofar,Lunar (feldsp. breccia),15.1,Found,2011,18.71122,54.160306
Dhofar 1674,Dhofar,Martian (shergottite),49.2,Found,2010,18.317,54.202
Dhofar 1675,Dhofar,Eucrite-pmict,168.0,Found,2004,18.259,54.02947
Dhofar 1676,Dhofar,H4,13.23,Found,2011,19.43382,54.69043
Dhofar 1677,Dhofar,H5,4388.0,Found,2011,19.36518,54.51565
Dhofar 1678,Dhofar,H6,13.02,Found,2011,19.36222,54.51893
Dhofar 1679,Dhofar,H4,184.3,Found,2011,19.37243,54.52335
Dhofar 168,Dhofar,LL3/4,1452.0,Found,2000,19.04056,54.58167
Dhofar 1680,Dhofar,H4,29.2,Found,2011,19.26465,54.49753
Dhofar 1681,Dhofar,H5,153.0,Found,2011,19.2701,54.49733
Dhofar 1682,Dhofar,L6,9.22,Found,2011,19.6457,54.24753
Dhofar 1683,Dhofar,H5,318.6,Found,2011,19.65395,54.2377
Dhofar 1684,Dhofar,H5,199.9,Found,2011,19.61972,54.14843
Dhofar 1685,Dhofar,H5,769.3,Found,2011,19.61977,54.14807
Dhofar 1686,Dhofar,H4,188.6,Found,2011,19.55838,54.12582
Dhofar 1687,Dhofar,L6,394.6,Found,2011,18.0901,54.08788
Dhofar 1688,Dhofar,L5,52.5,Found,2011,18.18535,54.269
Dhofar 1689,Dhofar,H5,22.3,Found,2011,18.188,54.2698
Dhofar 169,Dhofar,H6,243.1,Found,2000,19.05139,54.56194
Dhofar 1690,Dhofar,H5,700.5,Found,2011,18.20358,54.29502
Dhofar 1691,Dhofar,H5-6,105.5,Found,2011,18.21135,54.2995
Dhofar 1692,Dhofar,L6,1568.0,Found,2011,18.38863,54.5411
Dhofar 1693,Dhofar,L4,1049.0,Found,2011,18.46253,54.65335
Dhofar 1694,Dhofar,H6,740.0,Found,2010,19.10978,54.81697
Dhofar 1695,Dhofar,H6,326.0,Found,2010,19.09578,54.80188
Dhofar 1696,Dhofar,H6,936.0,Found,2010,19.14333,54.65583
Dhofar 1697,Dhofar,H6,387.0,Found,2010,19.06252,54.55953
Dhofar 1698,Dhofar,H6,450.0,Found,2010,18.92783,54.60623
Dhofar 1699,Dhofar,H4,172.0,Found,2010,18.94895,54.68008
Dhofar 170,Dhofar,H6,176.2,Found,2000,19.05389,54.56722
Dhofar 1700,Dhofar,L6,39000.0,Found,2010,18.86622,54.67967
Dhofar 1701,Dhofar,H5,984.0,Found,2010,18.52065,54.47985
Dhofar 1702,Dhofar,H6,537.0,Found,2010,18.72892,54.37255
Dhofar 1703,Dhofar,H6,193.0,Found,2010,19.11453,54.81357
Dhofar 1704,Dhofar,L6,128.0,Found,2010,18.91455,54.47293
Dhofar 1705,Dhofar,L6,319.0,Found,2010,19.03582,54.50745
Dhofar 1706,Dhofar,L6,589.0,Found,2010,19.01508,54.57903
Dhofar 1707,Dhofar,L6,463.0,Found,2010,18.87403,54.4807
Dhofar 1708,Dhofar,H5,124.0,Found,2010,18.99178,54.59548
Dhofar 1710,Dhofar,H6,800.0,Found,2010,18.61798,54.27775
Dhofar 1711,Dhofar,LL6,295.0,Found,2010,18.65073,54.69992
Dhofar 1712,Dhofar,L6,240.0,Found,2010,18.29658,54.14983
Dhofar 1713,Dhofar,L6,73.0,Found,2010,18.65147,54.69853
Dhofar 1714,Dhofar,L6,562.0,Found,2010,18.98073,54.6486
Dhofar 1715,Dhofar,H6,81.0,Found,2010,19.05502,54.54472
Dhofar 1716,Dhofar,H5,1540.0,Found,2010,18.91025,54.63185
Dhofar 1717,Dhofar,L3,211.0,Found,2010,19.08188,54.71472
Dhofar 1718,Dhofar,H6,75.0,Found,2010,19.13873,54.66188
Dhofar 1719,Dhofar,L6,461.0,Found,2010,18.97752,54.62923
Dhofar 172,Dhofar,H6,67.3,Found,2000,19.06278,54.55944
Dhofar 1720,Dhofar,L6,168.0,Found,2010,19.12132,54.82375
Dhofar 1721,Dhofar,H5,238.0,Found,2010,18.95435,54.6369
Dhofar 1722,Dhofar,H5,25000.0,Found,2010,19.08188,54.71472
Dhofar 1723,Dhofar,H6,536.0,Found,2010,18.98955,54.68367
Dhofar 1724,Dhofar,H4,1768.0,Found,2010,19.30085,54.83333
Dhofar 1725,Dhofar,L5,263.0,Found,2011,19.18687,54.8817
Dhofar 1726,Dhofar,H3,1050.0,Found,2011,19.1823,54.88755
Dhofar 1727,Dhofar,H6,453.0,Found,2011,19.13952,54.66558
Dhofar 1728,Dhofar,L6,1140.0,Found,2011,18.9842,54.64507
Dhofar 1729,Dhofar,H6,482.0,Found,2011,19.00318,54.611
Dhofar 173,Dhofar,H6,293.1,Found,2000,19.06278,54.56
Dhofar 1730,Dhofar,H6,1763.0,Found,2011,18.49222,54.1814
Dhofar 1731,Dhofar,H5,2222.0,Found,2011,18.57053,54.164
Dhofar 1732,Dhofar,L6,782.0,Found,2011,19.11582,54.59603
Dhofar 1733,Dhofar,L3,7700.0,Found,2011,19.15823,54.88668
Dhofar 174,Dhofar,H6,312.9,Found,2000,19.06389,54.56389
Dhofar 175,Dhofar,H6,173.0,Found,2000,19.0625,54.55222
Dhofar 1753,Dhofar,LL7,21.5,Found,2011,19.24528,54.46278
Dhofar 1754,Dhofar,Howardite,580.0,Found,2001,19.393,54.55417
Dhofar 176,Dhofar,H4,312.0,Found,2000,19.06917,54.53472
Dhofar 177,Dhofar,H6,21.5,Found,2000,19.06667,54.5325
Dhofar 178,Dhofar,L6,233.9,Found,2000,19.09222,54.50389
Dhofar 179,Dhofar,H5,193.3,Found,2000,18.92056,54.61639
Dhofar 180,Dhofar,H5,271.5,Found,2000,18.92722,54.57972
Dhofar 181,Dhofar,H5,238.9,Found,2000,18.92972,54.57139
Dhofar 182,Dhofar,Eucrite-mmict,255.1,Found,2000,18.93833,54.50133
Dhofar 183,Dhofar,L5,1606.3,Found,2000,18.84722,54.47306
Dhofar 184,Dhofar,L6,66.6,Found,2000,18.85639,54.47528
Dhofar 185,Dhofar,L6,516.2,Found,2000,18.87222,54.47861
Dhofar 186,Dhofar,L6,146.0,Found,2000,18.88306,54.46583
Dhofar 187,Dhofar,L5,3049.2,Found,2000,18.85972,54.47056
Dhofar 188,Dhofar,H4,234.0,Found,2000,18.21167,54.14833
Dhofar 189,Dhofar,H3.8,120.0,Found,2000,18.34167,54.195
Dhofar 190,Dhofar,H4,90.0,Found,2000,18.38833,54.295
Dhofar 191,Dhofar,H4,226.0,Found,2000,18.405,54.245
Dhofar 192,Dhofar,H4,4779.0,Found,1999,18.26167,54.24333
Dhofar 193,Dhofar,H4,582.0,Found,2000,18.68667,54.41833
Dhofar 194,Dhofar,H4,134.0,Found,2000,18.83667,54.27
Dhofar 195,Dhofar,H3-5,2384.0,Found,1999,18.26333,54.24667
Dhofar 196,Dhofar,L6,584.0,Found,1999,18.18333,54.145
Dhofar 197,Dhofar,H4,174.5,Found,1999,18.38833,54.26667
Dhofar 198,Dhofar,L5,828.0,Found,1999,18.71333,54.10833
Dhofar 199,Dhofar,H4,160.0,Found,1999,18.39333,54.16667
Dhofar 200,Dhofar,H4,1816.0,Found,2000,19.30333,54.59833
Dhofar 201,Dhofar,L5,139.0,Found,1999,18.39333,54.16667
Dhofar 202,Dhofar,H4-5,1178.1,Found,2000,19.41667,54.75667
Dhofar 203,Dhofar,H4,274.0,Found,2000,18.18333,54.12333
Dhofar 204,Dhofar,L6,41.4,Found,2000,19.41833,54.76333
Dhofar 205,Dhofar,H4-5,20.0,Found,2000,19.39333,54.78
Dhofar 206,Dhofar,L3.7,190.0,Found,2000,18.23833,54.135
Dhofar 207,Dhofar,H3.4/3.5,499.5,Found,1999,18.26333,54.06833
Dhofar 208,Dhofar,H3.9,12.0,Found,2000,18.80167,54.29
Dhofar 209,Dhofar,H4,111.0,Found,2001,18.49333,54.25167
Dhofar 210,Dhofar,L4,272.0,Found,2000,18.75833,54.42667
Dhofar 211,Dhofar,H4,255.0,Found,2001,18.25667,54.18167
Dhofar 212,Dhofar,H3.9,1456.0,Found,2000,18.86,54.83167
Dhofar 213,Dhofar,H5,256.0,Found,2000,18.525,54.11667
Dhofar 214,Dhofar,H6,11.0,Found,2001,19.04333,54.555
Dhofar 215,Dhofar,H4,86.0,Found,2001,18.535,54.32167
Dhofar 216,Dhofar,L6,70.0,Found,2001,18.59833,54.32167
Dhofar 217,Dhofar,L6,602.0,Found,2000,18.74667,54.565
Dhofar 218,Dhofar,H4,570.0,Found,2001,18.685,54.40667
Dhofar 219,Dhofar,H5,99.0,Found,2001,18.14,54.16167
Dhofar 220,Dhofar,H4,132.0,Found,2001,18.485,54.315
Dhofar 221,Dhofar,L5,3536.0,Found,2000,18.25167,54.19833
Dhofar 222,Dhofar,L5,5680.0,Found,2000,18.69333,54.37
Dhofar 223,Dhofar,H4,1708.0,Found,2000,18.26667,54.09667
Dhofar 224,Dhofar,H4,14974.0,Found,2001,19.15833,54.57333
Dhofar 225,Dhofar,CM-an,90.0,Found,2001,18.36,54.18833
Dhofar 226,Dhofar,H6,62.0,Found,2001,19.11167,54.82833
Dhofar 227,Dhofar,L6,50.0,Found,2001,18.99,54.6
Dhofar 228,Dhofar,L6,3452.0,Found,2001,19.15,54.58333
Dhofar 229,Dhofar,H6,716.0,Found,2000,19.05667,54.575
Dhofar 230,Dhofar,H4,144.0,Found,2001,18.99833,54.585
Dhofar 231,Dhofar,H4,1780.0,Found,2001,18.79167,54.57667
Dhofar 232,Dhofar,LL6,128.0,Found,2000,18.435,54.105
Dhofar 233,Dhofar,L6,93.0,Found,2000,18.45,54.10333
Dhofar 234,Dhofar,H6,98.0,Found,2000,19.07,54.45667
Dhofar 235,Dhofar,LL5,394.0,Found,2000,19.005,54.55
Dhofar 236,Dhofar,L4,320.0,Found,2000,19.02833,54.54833
Dhofar 237,Dhofar,H5,206.0,Found,2000,19.17667,54.625
Dhofar 239,Dhofar,H4,4950.0,Found,2000,18.4235,54.48
Dhofar 240,Dhofar,L5,82.6,Found,2001,19.148,54.77783
Dhofar 241,Dhofar,H5/6,451.8,Found,2001,18.65183,54.77383
Dhofar 242,Dhofar,H5,58.4,Found,2001,18.62717,54.75083
Dhofar 243,Dhofar,H6,185.3,Found,2001,18.62317,54.7285
Dhofar 244,Dhofar,H5,178.3,Found,2001,18.6305,54.73283
Dhofar 245,Dhofar,L6,1074.6,Found,2001,18.663,54.71183
Dhofar 246,Dhofar,H5,50.0,Found,2001,18.66933,54.728
Dhofar 247,Dhofar,H6,97.8,Found,2001,18.98567,54.60083
Dhofar 248,Dhofar,LL6,38.3,Found,2001,18.98583,54.60067
Dhofar 249,Dhofar,H6,36.6,Found,2001,18.98667,54.60217
Dhofar 250,Dhofar,L6,585.7,Found,2001,19.1225,54.67333
Dhofar 251,Dhofar,L6,12.7,Found,2001,19.3015,54.735
Dhofar 252,Dhofar,H3,64.3,Found,2001,18.5985,54.03383
Dhofar 253,Dhofar,H4/5,413.0,Found,2001,18.62467,54.09667
Dhofar 254,Dhofar,L6,191.8,Found,2001,18.70317,54.28667
Dhofar 255,Dhofar,H6,11.3,Found,2001,18.745,54.38517
Dhofar 256,Dhofar,H6,1465.4,Found,2001,18.74583,54.38433
Dhofar 257,Dhofar,H6,2520.1,Found,2001,18.74667,54.38333
Dhofar 258,Dhofar,H5,110.2,Found,2001,18.70933,54.303
Dhofar 259,Dhofar,L6,48.6,Found,2001,18.78683,54.25167
Dhofar 260,Dhofar,L6,6574.4,Found,2001,18.7865,54.2505
Dhofar 261,Dhofar,H4/5,787.5,Found,2001,19.15383,54.71933
Dhofar 262,Dhofar,H6,291.8,Found,2001,18.27733,54.25533
Dhofar 263,Dhofar,LL6,1698.1,Found,2001,18.34583,54.40067
Dhofar 264,Dhofar,L6,474.4,Found,2001,18.347,54.4155
Dhofar 265,Dhofar,L4,324.3,Found,2001,18.60283,54.45517
Dhofar 266,Dhofar,H5,85.6,Found,2001,18.75783,54.4365
Dhofar 267,Dhofar,H5,1910.0,Found,2000,18.32667,54.21833
Dhofar 268,Dhofar,H4,124.0,Found,2000,18.90167,54.56167
Dhofar 269,Dhofar,H5,2006.0,Found,2000,19.03833,54.515
Dhofar 270,Dhofar,LL5-6,50.0,Found,2001,18.32833,54.15167
Dhofar 271,Dhofar,H4,1335.0,Found,2000,18.265,54.045
Dhofar 272,Dhofar,L5,2073.0,Found,2001,18.43833,54.11833
Dhofar 273,Dhofar,L5,2085.0,Found,2001,18.375,54.14833
Dhofar 274,Dhofar,L6,2475.0,Found,2001,18.06333,54.05
Dhofar 275,Dhofar,Eucrite,353.0,Found,2001,19.15167,54.775
Dhofar 276,Dhofar,H5,7285.0,Found,2001,18.65,54.135
Dhofar 277,Dhofar,L6,1930.0,Found,2001,18.34833,54.33667
Dhofar 278,Dhofar,L6,1666.0,Found,2001,18.66833,54.66667
Dhofar 279,Dhofar,L6,1932.0,Found,2001,18.265,54.33833
Dhofar 280,Dhofar,Lunar (anorth),251.2,Found,2001,19.32667,54.78333
Dhofar 281,Dhofar,L3.8,4936.0,Found,2001,18.575,54.29833
Dhofar 282,Dhofar,L6,928.0,Found,2001,19.03333,54.62833
Dhofar 283,Dhofar,H6,1788.0,Found,2001,18.44,54.01833
Dhofar 284,Dhofar,L6,1337.0,Found,2001,18.46333,54.03
Dhofar 285,Dhofar,Eucrite-pmict,216.0,Found,2001,18.43333,54.17
Dhofar 286,Dhofar,L6,1453.0,Found,2001,18.12667,54.115
Dhofar 287,Dhofar,Lunar (basalt),154.0,Found,2001,18.40333,54.14667
Dhofar 288,Dhofar,L6,996.0,Found,2001,18.49333,54.13333
Dhofar 289,Dhofar,H6,1180.0,Found,2001,18.33333,54.19333
Dhofar 290,Dhofar,Acapulcoite,62.0,Found,2001,19.315,54.84333
Dhofar 291,Dhofar,L5,1164.0,Found,2000,18.24833,54.10333
Dhofar 292,Dhofar,H6,804.0,Found,2000,19.36833,54.68
Dhofar 293,Dhofar,L5,2366.0,Found,2001,19.10667,54.85833
Dhofar 294,Dhofar,H3.9,5988.0,Found,2001,18.61333,54.5
Dhofar 295,Dhofar,Ureilite,48.0,Found,2002,19.20833,54.64
Dhofar 296,Dhofar,L5,1412.0,Found,2000,19.32833,54.7
Dhofar 297,Dhofar,L6,698.0,Found,2001,18.47167,54.15333
Dhofar 298,Dhofar,H6,677.0,Found,2001,18.17667,54.26333
Dhofar 299,Dhofar,L3.9,410.0,Found,2001,18.54667,54.31
Dhofar 300,Dhofar,Eucrite,624.0,Found,2001,18.40333,54.14333
Dhofar 301,Dhofar,Lunar (anorth),9.0,Found,2001,18.40167,54.14833
Dhofar 302,Dhofar,Lunar (anorth),3.83,Found,2001,19.32667,54.785
Dhofar 303,Dhofar,Lunar (anorth),4.15,Found,2001,19.33,54.78333
Dhofar 304,Dhofar,Lunar (anorth),10.0,Found,2001,18.40333,54.15
Dhofar 305,Dhofar,Lunar (anorth),34.11,Found,2001,19.33,54.78333
Dhofar 306,Dhofar,Lunar (anorth),12.86,Found,2001,19.32833,54.785
Dhofar 307,Dhofar,Lunar (anorth),50.0,Found,2001,19.32833,54.78167
Dhofar 308,Dhofar,Lunar (anorth),2.0,Found,2001,18.40333,54.15
Dhofar 309,Dhofar,Lunar (anorth),81.3,Found,2002,19.32667,54.78833
Dhofar 310,Dhofar,Lunar (anorth),10.8,Found,2002,19.32833,54.785
Dhofar 311,Dhofar,Lunar (anorth),4.0,Found,2001,19.32667,54.78333
Dhofar 312,Dhofar,Acapulcoite,354.0,Found,2001,18.98833,54.605
Dhofar 313,Dhofar,H5,200.0,Found,2001,18.45167,54.03167
Dhofar 314,Dhofar,L6,501.0,Found,2001,19.31833,54.73
